text,tokens,ner_tags
"Indian national, Mr. Rohan Sharma, born on 03-03-2009, holds passport number S3992049 and driving license PY20 20212353907, his last known IP address being 113.130.109.45, resides in Aitham.","['Indian', 'national,', 'Mr.', 'Rohan', 'Sharma,', 'born', 'on', '03-03-2009,', 'holds', 'passport', 'number', 'S3992049', 'and', 'driving', 'license', 'PY20', '20212353907,', 'his', 'last', 'known', 'IP', 'address', 'being', '113.130.109.45,', 'resides', 'in', 'Aitham.']","['B-NATIONALITY', 'I-NATIONALITY', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-CITY']"
"Sachin's voter ID, MTO8897655, is linked to his bank account, 017746345438, and passport, W63 84788; his Aadhar number is 861419517805 and his last known IP address is 188.232.21.72, with CVV 834.","['Sachin', ""'s"", 'voter', 'ID', ',', 'MTO8897655', ',', 'is', 'linked', 'to', 'his', 'bank', 'account', ',', '017746345438', ',', 'and', 'passport', ',', 'W63', '84788', ';', 'his', 'Aadhar', 'number', 'is', '861419517805', 'and', 'his', 'last', 'known', 'IP', 'address', 'is', '188.232.21.72', ',', 'with', 'CVV', '834', '.']","['B-NAME', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'B-CVV', 'O']"
"Harman Singh, an Indian national residing in Aivalli, has a PAN JACYH8985L, voter ID FMT8801414, and bank account 9275537687775 with IFSC YESB0599863, and his ATM card number is 50786555376877757 with IP address 29.254.66.109.","['Harman', 'Singh', ',', 'an', 'Indian', 'national', 'residing', 'in', 'Aivalli', ',', 'has', 'a', 'PAN', 'JACYH8985L', ',', 'voter', 'ID', 'FMT8801414', ',', 'and', 'bank', 'account', '9275537687775', 'with', 'IFSC', 'YESB0599863', ',', 'and', 'his', 'ATM', 'card', 'number', 'is', '50786555376877757', 'with', 'IP', 'address', '29.254.66.109', '.']","['B-NAME', 'I-NAME', 'O', 'O', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'O', 'B-IP', 'O']"
"Deepak, a male Indian national born on 25/10/2013, has an email address mf762@reliableautotech.com, phone number +919202297617, and Aadhar number 875704678099.","['Deepak', ',', 'a', 'male', 'Indian', 'national', 'born', 'on', '25/10/2013', ',', 'has', 'an', 'email', 'address', 'mf762@reliableautotech.com', ',', 'phone', 'number', '+919202297617', ',', 'and', 'Aadhar', 'number', '875704678099']","['B-NAME', 'O', 'O', 'B-GENDER', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'B-PHONE', 'O', 'O', 'O', 'O', 'B-AADHAR']"
"Rajbir, an Indian national born on 15-11-1989, holds a passport F2006489, voter ID HZD7615410, and has an AXIS0187979 bank account 92416700771709.","['Rajbir', ',', 'an', 'Indian', 'national', 'born', 'on', '15-11-1989', ',', 'holds', 'a', 'passport', 'F2006489', ',', 'voter', 'ID', 'HZD7615410', ',', 'and', 'has', 'an', 'AXIS0187979', 'bank', 'account', '92416700771709']","['B-NAME', 'O', 'O', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'B-ACCOUNTNUMBER']"
"Indian national Vinod Lal, male, born on 25/05/1997, holds Aadhaar number 865024822167, PAN ZMMBU6810O, and bank account 317330227458 with IFSC code KARB0358906.","['Indian', 'national', 'Vinod', 'Lal', ',', 'male', ',', 'born', 'on', '25/05/1997', ',', 'holds', 'Aadhaar', 'number', '865024822167', ',', 'PAN', 'ZMMBU6810O', ',', 'and', 'bank', 'account', '317330227458', 'with', 'IFSC', 'code', 'KARB0358906', '.']","['B-NATIONALITY', 'I-NATIONALITY', 'B-NAME', 'I-NAME', 'O', 'B-GENDER', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O']"
"The applicant, Mr. Raj Solanki, a male born on 16-10-2009, possesses Aadhaar number 589682320526, PAN number RMPRO6032G, and driver's license BR22 20166238960, and can be reached at barjrajshivani15@lismail.in.","['The', 'applicant,', 'Mr.', 'Raj', 'Solanki,', 'a', 'male', 'born', 'on', '16-10-2009,', 'possesses', 'Aadhaar', 'number', '589682320526,', 'PAN', 'number', 'RMPRO6032G,', 'and', ""driver's"", 'license', 'BR22', '20166238960,', 'and', 'can', 'be', 'reached', 'at', 'barjrajshivani15@lismail.in.']","['O', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'B-GENDER', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL']"
"Mr. chander shaker, a male resident of Aizwal, holds passport A8248306 and has voter id AFP1652546, and his bank account number is 66123549520486.","['Mr.', 'chander', 'shaker', ',', 'a', 'male', 'resident', 'of', 'Aizwal', ',', 'holds', 'passport', 'A8248306', 'and', 'has', 'voter', 'id', 'AFP1652546', ',', 'and', 'his', 'bank', 'account', 'number', 'is', '66123549520486', '.']","['O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O']"
"The PAN number VHPGQ7873S belongs to Mr. Ankit Sharma, a male resident of Bangalore, whose bank account 3121968383251 has a CVV of 348.","['The', 'PAN', 'number', 'VHPGQ7873S', 'belongs', 'to', 'Mr.', 'Ankit', 'Sharma', ',', 'a', 'male', 'resident', 'of', 'Bangalore', ',', 'whose', 'bank', 'account', '3121968383251', 'has', 'a', 'CVV', 'of', '348', '.']","['O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'B-CVV', 'O', 'B-CVV', 'O']"
"The driving license, WB38 20086956960, issued to the individual with PAN KYQFL6451D, shows an online transaction originating from IP address 108.16.161.38, where the CVV 958 was used.","['The', 'driving', 'license', ',', 'WB38', '20086956960', ',', 'issued', 'to', 'the', 'individual', 'with', 'PAN', 'KYQFL6451D', ',', 'shows', 'an', 'online', 'transaction', 'originating', 'from', 'IP', 'address', '108.16.161.38', ',', 'where', 'the', 'CVV', '958', 'was', 'used', '.']","['O', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-CVV', 'O', 'O', 'O']"
"The passport, B9337019, issued to the individual residing in Ajaigarh, holds a PAN number ZWVNQ9225F and has a bank account linked to SBIN0180806, and his CVV is 135.","['The', 'passport', ',', 'B9337019', ',', 'issued', 'to', 'the', 'individual', 'residing', 'in', 'Ajaigarh', ',', 'holds', 'a', 'PAN', 'number', 'ZWVNQ9225F', 'and', 'has', 'a', 'bank', 'account', 'linked', 'to', 'SBIN0180806', ',', 'and', 'his', 'CVV', 'is', '135', '.']","['O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'B-CVV', 'O']"
"Mr. Rajesh Kumar, a resident of Ajaipal ka Dungri, possesses Aadhar number 277679463406, Voter ID IBB3151510, and driving license RJ-0120053219736.","['Mr.', 'Rajesh', 'Kumar', ',', 'a', 'resident', 'of', 'Ajaipal', 'ka', 'Dungri', ',', 'possesses', 'Aadhar', 'number', '277679463406', ',', 'Voter', 'ID', 'IBB3151510', ',', 'and', 'driving', 'license', 'RJ-0120053219736']","['O', 'B-NAME', 'I-NAME', 'O', 'O', 'O', 'O', 'B-CITY', 'I-CITY', 'I-CITY', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'B-LICENSE']"
"Ashok Kumar's, gender male, email address indianindian579@gmail.com, is linked to PAN ZEUCD5398H, bank IFSC code PNB0564282 and ATM card 55210068155620468.","['Ashok', 'Kumar', ""'s"", ',', 'gender', 'male', ',', 'email', 'address', 'indianindian579@gmail.com', ',', 'is', 'linked', 'to', 'PAN', 'ZEUCD5398H', ',', 'bank', 'IFSC', 'code', 'PNB0564282', 'and', 'ATM', 'card', '55210068155620468', '.']","['B-NAME', 'I-NAME', 'O', 'O', 'O', 'B-GENDER', 'O', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'B-CARDNUMBER', 'O']"
"The Ajapura resident, Mr. Rohan Sharma, male, born on 04/09/2008, possesses a driving license number LA43 20056499332, and his HDFC bank account is linked to ATM card 40327629581773056 with IFSC code HDFC0150499 and PAN MQAON6723Y.","['The', 'Ajapura', 'resident', ',', 'Mr.', 'Rohan', 'Sharma', ',', 'male', ',', 'born', 'on', '04/09/2008', ',', 'possesses', 'a', 'driving', 'license', 'number', 'LA43', '20056499332', ',', 'and', 'his', 'HDFC', 'bank', 'account', 'is', 'linked', 'to', 'ATM', 'card', '40327629581773056', 'with', 'IFSC', 'code', 'HDFC0150499', 'and', 'PAN', 'MQAON6723Y', '.']","['O', 'B-CITY', 'O', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'B-GENDER', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'B-PAN', 'O']"
"Ajarthala resident Amit, Male, holds voter ID DJO8181216, passport U15 24146, and his ATM card 40001662119204826 has CVV 352.","['Ajarthala', 'resident', 'Amit', ',', 'Male', ',', 'holds', 'voter', 'ID', 'DJO8181216', ',', 'passport', 'U15', '24146', ',', 'and', 'his', 'ATM', 'card', '40001662119204826', 'has', 'CVV', '352', '.']","['B-CITY', 'O', 'B-NAME', 'O', 'B-GENDER', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'B-CVV', 'B-CVV', 'O']"
"Mr. Barjraj Shivani, a male resident of Bangalore, uses aadhar number 252553862119, voter id FDB5334958 and bank IFSC code PNB0940252, and can be reached at 91 8481143386 or barjrajshivani778@gns-india.com.","['Mr.', 'Barjraj', 'Shivani', ',', 'a', 'male', 'resident', 'of', 'Bangalore', ',', 'uses', 'aadhar', 'number', '252553862119', ',', 'voter', 'id', 'FDB5334958', 'and', 'bank', 'IFSC', 'code', 'PNB0940252', ',', 'and', 'can', 'be', 'reached', 'at', '91', '8481143386', 'or', 'barjrajshivani778@gns-india.com', '.']","['O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONE', 'I-PHONE', 'O', 'B-EMAIL', 'O']"
"Amardeep, residing in Ajasar, holds a voter ID HDY4162730, and his bank account 341530815525 uses IFSC code YESB0834355; his PAN is XKNFE4695X.","['Amardeep', ',', 'residing', 'in', 'Ajasar', ',', 'holds', 'a', 'voter', 'ID', 'HDY4162730', ',', 'and', 'his', 'bank', 'account', '341530815525', 'uses', 'IFSC', 'code', 'YESB0834355', ';', 'his', 'PAN', 'is', 'XKNFE4695X']","['B-NAME', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'B-PAN']"
"The applicant, Mr. Rohan Sharma, a Male born on 30-12-2006 residing in Ajayagad, possesses Aadhar number 118805586852 and bank account number 5383430961059, and can be contacted at +918083453620.","['The', 'applicant,', 'Mr.', 'Rohan', 'Sharma,', 'a', 'Male', 'born', 'on', '30-12-2006', 'residing', 'in', 'Ajayagad,', 'possesses', 'Aadhar', 'number', '118805586852', 'and', 'bank', 'account', 'number', '5383430961059,', 'and', 'can', 'be', 'contacted', 'at', '+918083453620']","['O', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'B-GENDER', 'O', 'O', 'B-DOB', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'O', 'O', 'B-PHONE']"
"Mr. Bharat's voter ID, GGV6732383, is linked to his bank account, 43663814039252, at HDFC0392145, and his email, barjrajshivani734@mtpl.org, can be accessed via the IP address 37.56.49.142.","['Mr.', 'Bharat', ""'s"", 'voter', 'ID', ',', 'GGV6732383', ',', 'is', 'linked', 'to', 'his', 'bank', 'account', ',', '43663814039252', ',', 'at', 'HDFC0392145', ',', 'and', 'his', 'email', ',', 'barjrajshivani734@mtpl.org', ',', 'can', 'be', 'accessed', 'via', 'the', 'IP', 'address', '37.56.49.142']","['O', 'B-NAME', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP']"
"The Ajgaon resident, azaz, whose date of birth is 15-04-1989, possesses a voter ID number TCK3910639, a PAN number VYPXW5763J, and a driver's license DL88 20017795739, and his bank account 91756940585850 is linked to his atm card 53915069405858505.","['The', 'Ajgaon', 'resident', ',', 'azaz', ',', 'whose', 'date', 'of', 'birth', 'is', '15-04-1989', ',', 'possesses', 'a', 'voter', 'ID', 'number', 'TCK3910639', ',', 'a', 'PAN', 'number', 'VYPXW5763J', ',', 'and', 'a', ""driver's"", 'license', 'DL88', '20017795739', ',', 'and', 'his', 'bank', 'account', '91756940585850', 'is', 'linked', 'to', 'his', 'atm', 'card', '53915069405858505', '.']","['O', 'B-CITY', 'O', 'O', 'B-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O']"
"Raja Kumar, a male Indian national residing in Ajgarhbura, has a PAN number LDVZL7114B, voter ID IJH9799713, and bank account 1570583686545 with IFSC code PNB0043864; his phone number is 09504477230.","['Raja', 'Kumar', ',', 'a', 'male', 'Indian', 'national', 'residing', 'in', 'Ajgarhbura', ',', 'has', 'a', 'PAN', 'number', 'LDVZL7114B', ',', 'voter', 'ID', 'IJH9799713', ',', 'and', 'bank', 'account', '1570583686545', 'with', 'IFSC', 'code', 'PNB0043864', ';', 'his', 'phone', 'number', 'is', '09504477230']","['B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'B-PHONE']"
"Parveen, a male resident of Ajita, possesses passport number G30 46998, driving license DD-6820118785109, and ATM card 53915043870792101; his phone number is 918172168714 and Aadhar number is 110594540280.","['Parveen', ',', 'a', 'male', 'resident', 'of', 'Ajita', ',', 'possesses', 'passport', 'number', 'G30', '46998', ',', 'driving', 'license', 'DD-6820118785109', ',', 'and', 'ATM', 'card', '53915043870792101', ';', 'his', 'phone', 'number', 'is', '918172168714', 'and', 'Aadhar', 'number', 'is', '110594540280', '.']","['B-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'B-LICENSE', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'O', 'O', 'O', 'B-PHONE', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O']"
"The Ajitpura resident, a male, Mr.Barjraj Shivani, born on 17-01-1974, has bank account number 77970765981 with IFSC code IDIB0599150 and ATM card number 43280879707659817 having CVV 389; his email is barjrajshivani325@gmail.com.","['The', 'Ajitpura', 'resident,', 'a', 'male,', 'Mr.', 'Barjraj', 'Shivani,', 'born', 'on', '17-01-1974,', 'has', 'bank', 'account', 'number', '77970765981', 'with', 'IFSC', 'code', 'IDIB0599150', 'and', 'ATM', 'card', 'number', '43280879707659817', 'having', 'CVV', '389', ';', 'his', 'email', 'is', 'barjrajshivani325@gmail.com', '.']","['O', 'B-CITY', 'O', 'O', 'B-GENDER', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'B-CVV', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O']"
"Mr. Ankit Kalathia, a male Indian national, holds passport number K1733592 and voter ID MCE3955497, and his bank account number is 41754393995.","['Mr.', 'Ankit', 'Kalathia', ',', 'a', 'male', 'Indian', 'national', ',', 'holds', 'passport', 'number', 'K1733592', 'and', 'voter', 'ID', 'MCE3955497', ',', 'and', 'his', 'bank', 'account', 'number', 'is', '41754393995', '.']","['O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O']"
"The Indian national, Shubham Yadav, male, with voter ID AEL8334353, has an ATM card 53915021129122361 with CVV 882 and can be contacted at indianindian350@tumbledry.in or 8403711673, and holds driving license KL-3720142555385.","['The', 'Indian', 'national,', 'Shubham', 'Yadav,', 'male,', 'with', 'voter', 'ID', 'AEL8334353,', 'has', 'an', 'ATM', 'card', '53915021129122361', 'with', 'CVV', '882', 'and', 'can', 'be', 'contacted', 'at', 'indianindian350@tumbledry.in', 'or', '8403711673,', 'and', 'holds', 'driving', 'license', 'KL-3720142555385']","['O', 'B-NATIONALITY', 'O', 'B-NAME', 'I-NAME', 'B-GENDER', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'B-CVV', 'B-CVV', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O', 'B-PHONE', 'O', 'O', 'O', 'O', 'B-LICENSE']"
"The customer, Mr. Rohan Sharma, male, provided his aadhar number 410314434959, bank account number 3084151672289 with IFSC code AXIS0587986, and ATM card number 50812641516722893 along with CVV 750, his IP address is 253.127.205.218 and email indianindian295@stockholdingdms.com for verification purposes.","['The', 'customer', ',', 'Mr.', 'Rohan', 'Sharma', ',', 'male', ',', 'provided', 'his', 'aadhar', 'number', '410314434959', ',', 'bank', 'account', 'number', '3084151672289', 'with', 'IFSC', 'code', 'AXIS0587986', ',', 'and', 'ATM', 'card', 'number', '50812641516722893', 'along', 'with', 'CVV', '750', ',', 'his', 'IP', 'address', 'is', '253.127.205.218', 'and', 'email', 'indianindian295@stockholdingdms.com', 'for', 'verification', 'purposes', '.']","['O', 'O', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'B-GENDER', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'O', 'B-CVV', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O']"
"Madan, a male resident of Ajmer, provided his email barjrajshivani733@fablestreet.com, phone number +9197758 34233 and CVV 657, while his IP address was logged as 78.229.223.128.","['Madan', ',', 'a', 'male', 'resident', 'of', 'Ajmer', ',', 'provided', 'his', 'email', 'barjrajshivani733@fablestreet.com', ',', 'phone', 'number', '+9197758', '34233', 'and', 'CVV', '657', ',', 'while', 'his', 'IP', 'address', 'was', 'logged', 'as', '78.229.223.128']","['B-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'B-PHONE', 'I-PHONE', 'O', 'O', 'B-CVV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP']"
"The passport application of Ms. Rekha Singh, whose voter ID is SHI6565602 and whose date of birth is 21/11/2016, includes her email address barjrajshivani137@mentoria.com and driving license number PY29 20037918524.","['The', 'passport', 'application', 'of', 'Ms.', 'Rekha', 'Singh', ',', 'whose', 'voter', 'ID', 'is', 'SHI6565602', 'and', 'whose', 'date', 'of', 'birth', 'is', '21/11/2016', ',', 'includes', 'her', 'email', 'address', 'barjrajshivani137@mentoria.com', 'and', 'driving', 'license', 'number', 'PY29', '20037918524', '.']","['O', 'O', 'O', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O']"
"Mr. Jitender, an Indian national born on 22/09/1975, holds an ATM card with number 40327632809617014 and his PAN is FWVTE9078G.","['Mr.', 'Jitender', ',', 'an', 'Indian', 'national', 'born', 'on', '22/09/1975', ',', 'holds', 'an', 'ATM', 'card', 'with', 'number', '40327632809617014', 'and', 'his', 'PAN', 'is', 'FWVTE9078G']","['O', 'B-NAME', 'O', 'O', 'B-NATIONALITY', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'O', 'O', 'B-PAN']"
"The passport I5497326 belongs to a male, Ajnas resident, born on 15-01-1995, whose bank account number is 13504198735008 and voter id is NEL9555036.","['The', 'passport', 'I5497326', 'belongs', 'to', 'a', 'male', ',', 'Ajnas', 'resident', ',', 'born', 'on', '15-01-1995', ',', 'whose', 'bank', 'account', 'number', 'is', '13504198735008', 'and', 'voter', 'id', 'is', 'NEL9555036', '.']","['O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'B-GENDER', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'O', 'B-VOTER', 'O']"
"Vivek, a resident of Ajni, holds passport number L55 22062, has an aadhar number 579297968379, and his bank account 37663900670 is linked to atm card 40001676639006701 with CVV 661.","['Vivek', ',', 'a', 'resident', 'of', 'Ajni', ',', 'holds', 'passport', 'number', 'L55', '22062', ',', 'has', 'an', 'aadhar', 'number', '579297968379', ',', 'and', 'his', 'bank', 'account', '37663900670', 'is', 'linked', 'to', 'atm', 'card', '40001676639006701', 'with', 'CVV', '661', '.']","['B-NAME', 'O', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'B-CVV', 'O']"
"The Indian citizen, residing in Ajodhya, whose passport number is T92 21632, uses mf195@skillslash.com email and has a bank account linked to the PNB0720540 IFSC code.","['The', 'Indian', 'citizen', ',', 'residing', 'in', 'Ajodhya', ',', 'whose', 'passport', 'number', 'is', 'T92', '21632', ',', 'uses', 'mf195@skillslash.com', 'email', 'and', 'has', 'a', 'bank', 'account', 'linked', 'to', 'the', 'PNB0720540', 'IFSC', 'code', '.']","['O', 'B-NATIONALITY', 'O', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O']"
"Indian passport holder Deep, a male born on 08/06/1966, uses mf760@fno.co and his aadhar number is 835563435066.","['Indian', 'passport', 'holder', 'Deep', ',', 'a', 'male', 'born', 'on', '08/06/1966', ',', 'uses', 'mf760@fno.co', 'and', 'his', 'aadhar', 'number', 'is', '835563435066']","['B-NATIONALITY', 'O', 'O', 'B-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'B-DOB', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR']"
"Indian national Amit Kumar, male, possessing passport number Z8550442 and voter ID DTW8633982, resides in Mumbai and his IP address is 181.89.37.160.","['Indian', 'national', 'Amit', 'Kumar', ',', 'male', ',', 'possessing', 'passport', 'number', 'Z8550442', 'and', 'voter', 'ID', 'DTW8633982', ',', 'resides', 'in', 'Mumbai', 'and', 'his', 'IP', 'address', 'is', '181.89.37.160']","['B-NATIONALITY', 'I-NATIONALITY', 'B-NAME', 'I-NAME', 'O', 'B-GENDER', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-IP']"
